idpozo,fecha_data,anio,mes,areayacimiento,prod_pet,prod_gas,prod_agua,tipo_de_recurso
123526,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124147,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123484,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,129.82,1.99,4114.44,CONVENCIONAL
124322,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123166,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123457,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,0.0,0.0,0.0,CONVENCIONAL
124210,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123007,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
122999,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
122929,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123470,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,161.69,3.29,1853.16,CONVENCIONAL
124209,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
122927,2022-07-31,2022,7,UGARTECHE,42.17,1.07,52.14,CONVENCIONAL
123459,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,0.0,0.0,0.0,CONVENCIONAL
124182,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123461,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,25.52,0.45,428.34,CONVENCIONAL
124171,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123523,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124163,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123489,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,0.0,0.0,0.0,CONVENCIONAL
124178,2022-07-31,2022,7,VACAS MUERTAS,39.23,0.25,5692.67,CONVENCIONAL
123485,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,0.0,0.0,0.0,CONVENCIONAL
124176,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123487,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124177,2022-07-31,2022,7,VACAS MUERTAS,21.12,0.13,1423.17,CONVENCIONAL
123502,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124206,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123494,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124188,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122995,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123495,2022-07-31,2022,7,BARRANCAS,122.84,0.27,1249.4,CONVENCIONAL
124184,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
124114,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
124187,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123801,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124193,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122991,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123669,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124189,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122956,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123604,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124192,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123574,2022-07-31,2022,7,BARRANCAS,42.17,0.9,3346.1,CONVENCIONAL
124318,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
122938,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123556,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124254,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
122935,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
124227,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
122964,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123553,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124216,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123567,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124212,2022-07-31,2022,7,PUNTA DE LAS BARDAS,104.32,4.51,910.61,CONVENCIONAL
123559,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124215,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123566,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124224,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123602,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124217,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123588,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124221,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123584,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124253,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123002,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123585,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124237,2022-07-31,2022,7,PUNTA DE LAS BARDAS,68.27,2.95,968.74,CONVENCIONAL
123597,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124234,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123589,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124236,2022-07-31,2022,7,PUNTA DE LAS BARDAS,220.71,6.98,13800.6,CONVENCIONAL
123593,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124249,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123666,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124244,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123635,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124245,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123614,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124317,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123607,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124275,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123611,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124260,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123622,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124256,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123617,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124259,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123620,2022-07-31,2022,7,BARRANCAS,114.07,2.44,2974.01,CONVENCIONAL
124271,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123664,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124261,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123647,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124268,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123636,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124310,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123639,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124291,2022-07-31,2022,7,PUNTA DE LAS BARDAS,77.43,0.19,2331.59,CONVENCIONAL
123001,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123659,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124284,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123654,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124285,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123655,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124306,2022-07-31,2022,7,PUNTA DE LAS BARDAS,17.74,0.05,2605.5,CONVENCIONAL
123800,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124292,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123748,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124302,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123702,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123678,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123676,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123677,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
146391,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123694,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124346,2022-07-31,2022,7,PUNTA DE LAS BARDAS,19.31,0.84,3105.12,CONVENCIONAL
123679,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124345,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
123691,2022-07-31,2022,7,BARRANCAS,141.03,2.27,640.38,CONVENCIONAL
123741,2022-07-31,2022,7,BARRANCAS,60.36,1.26,3489.14,CONVENCIONAL
123709,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123706,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123707,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123726,2022-07-31,2022,7,BARRANCAS,41.65,1.1,2216.76,CONVENCIONAL
123710,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123725,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123799,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123162,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123772,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123754,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123749,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123753,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123771,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123756,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123768,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123798,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123778,2022-07-31,2022,7,BARRANCAS,133.83,2.86,6397.49,CONVENCIONAL
123775,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123776,2022-07-31,2022,7,BARRANCAS,26.63,0.52,107.22,CONVENCIONAL
123792,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123783,2022-07-31,2022,7,BARRANCAS,105.95,2.13,853.24,CONVENCIONAL
123791,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124107,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123938,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123871,2022-07-31,2022,7,VACAS MUERTAS,37.24,0.16,4301.32,CONVENCIONAL
123847,2022-07-31,2022,7,VACAS MUERTAS,74.86,0.26,343.39,CONVENCIONAL
123812,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123806,2022-07-31,2022,7,BARRANCAS,303.36,6.36,901.46,CONVENCIONAL
123236,2022-07-31,2022,7,LUNLUNTA-CARRIZAL,0.0,0.0,0.0,CONVENCIONAL
123810,2022-07-31,2022,7,BARRANCAS,38.9,0.8,2629.25,CONVENCIONAL
122961,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123846,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123840,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123154,2022-07-31,2022,7,BARRANCAS,69.37,1.45,2133.44,CONVENCIONAL
123869,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123041,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123853,2022-07-31,2022,7,VACAS MUERTAS,147.07,0.66,2667.85,CONVENCIONAL
123848,2022-07-31,2022,7,VACAS MUERTAS,61.25,0.22,801.24,CONVENCIONAL
122959,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123851,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123867,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123863,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123866,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123936,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123889,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123038,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123875,2022-07-31,2022,7,VACAS MUERTAS,86.97,0.4,2701.6,CONVENCIONAL
122963,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123015,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123872,2022-07-31,2022,7,VACAS MUERTAS,8.47,0.04,264.75,CONVENCIONAL
123873,2022-07-31,2022,7,VACAS MUERTAS,76.24,0.36,2382.77,CONVENCIONAL
123888,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123014,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123877,2022-07-31,2022,7,VACAS MUERTAS,49.07,0.22,1462.56,CONVENCIONAL
123008,2022-07-31,2022,7,BARRANCAS,30.21,0.51,1338.23,CONVENCIONAL
123884,2022-07-31,2022,7,VACAS MUERTAS,212.09,0.78,17118.06,CONVENCIONAL
123035,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123935,2022-07-31,2022,7,VACAS MUERTAS,21.04,0.07,862.95,CONVENCIONAL
123025,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123910,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123022,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123900,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123024,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123906,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123032,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123924,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123026,2022-07-31,2022,7,BARRANCAS,109.45,2.25,4456.19,CONVENCIONAL
123919,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146386,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123028,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123923,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
124531,2022-07-31,2022,7,GRAN BAJADA BLANCA,0.0,0.0,0.0,CONVENCIONAL
123153,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124105,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122952,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123083,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124032,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123061,2022-07-31,2022,7,BARRANCAS,87.96,1.75,946.79,CONVENCIONAL
124004,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123048,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123960,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123046,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123945,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123059,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123956,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122947,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123049,2022-07-31,2022,7,BARRANCAS,50.63,0.77,127.62,CONVENCIONAL
123999,2022-07-31,2022,7,VACAS MUERTAS,136.53,0.6,680.69,CONVENCIONAL
123051,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123965,2022-07-31,2022,7,VACAS MUERTAS,148.01,0.64,9349.48,CONVENCIONAL
122939,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123082,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123992,2022-07-31,2022,7,VACAS MUERTAS,67.05,0.32,6269.74,CONVENCIONAL
146378,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123069,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124028,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146283,2022-07-31,2022,7,GRAN BAJADA BLANCA,0.0,0.0,0.0,CONVENCIONAL
123063,2022-07-31,2022,7,BARRANCAS,2.6,0.05,83.78,CONVENCIONAL
124012,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
122950,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
123067,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124008,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146280,2022-07-31,2022,7,ATAMISQUI,0.0,0.0,0.0,CONVENCIONAL
123076,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124009,2022-07-31,2022,7,VACAS MUERTAS,162.14,0.74,6480.69,CONVENCIONAL
146370,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123070,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124024,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146353,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123074,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124014,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146340,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123150,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124022,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146337,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123119,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124101,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146339,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123100,2022-07-31,2022,7,BARRANCAS,133.85,2.71,627.1,CONVENCIONAL
124058,2022-07-31,2022,7,RIO VIEJAS,92.16,0.3,3934.15,CONVENCIONAL
146348,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123098,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124047,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146345,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123117,2022-07-31,2022,7,BARRANCAS,438.2,8.78,248.62,CONVENCIONAL
124037,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146347,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123108,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124039,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146369,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123110,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124057,2022-07-31,2022,7,RIO VIEJAS,0.0,0.0,0.0,CONVENCIONAL
146360,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123143,2022-07-31,2022,7,UGARTECHE,0.0,0.0,0.0,CONVENCIONAL
124051,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146356,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123129,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124055,2022-07-31,2022,7,RIO VIEJAS,0.0,0.0,0.0,CONVENCIONAL
146359,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123121,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124094,2022-07-31,2022,7,VACAS MUERTAS,48.21,0.23,5260.35,CONVENCIONAL
146365,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123127,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124073,2022-07-31,2022,7,RIO VIEJAS,0.0,0.0,0.0,CONVENCIONAL
146361,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123138,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124065,2022-07-31,2022,7,RIO VIEJAS,0.0,0.0,0.0,CONVENCIONAL
146363,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
123133,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124071,2022-07-31,2022,7,RIO VIEJAS,197.64,0.54,4119.08,CONVENCIONAL
123135,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124093,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
124081,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
124091,2022-07-31,2022,7,VACAS MUERTAS,12.42,0.06,516.53,CONVENCIONAL
146404,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
137385,2022-07-31,2022,7,VIZCACHERAS,24.62,2.6,2584.12,CONVENCIONAL
124524,2022-07-31,2022,7,LA VENTANA,150.47,4.94,4388.21,CONVENCIONAL
123687,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
146403,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123483,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,89.22,1.58,225.23,CONVENCIONAL
124375,2022-07-31,2022,7,LA VENTANA,0.0,0.0,0.0,CONVENCIONAL
146399,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123317,2022-07-31,2022,7,VIZCACHERAS,33.67,3.26,1962.78,CONVENCIONAL
124214,2022-07-31,2022,7,PUNTA DE LAS BARDAS,0.0,0.0,0.0,CONVENCIONAL
146401,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
124168,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146417,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
146405,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
146411,2022-07-31,2022,7,BARRANCAS,0.0,0.0,0.0,CONVENCIONAL
123295,2022-07-31,2022,7,LUNLUNTA-CARRIZAL,221.81,4.57,2538.52,CONVENCIONAL
124166,2022-07-31,2022,7,VACAS MUERTAS,0.0,0.0,0.0,CONVENCIONAL
146437,2022-07-31,2022,7,LUNLUNTA-CARRIZAL,0.0,0.0,0.0,CONVENCIONAL
146433,2022-07-31,2022,7,ESTRUCTURA CRUZ DE PIEDRA,67.18,1.06,1769.8,CONVENCIONAL
